"","dynamicColors","mergedColors"
"ATP13A3","blue","black"
"ATP13A4","purple","purple"
"ATP1A1","grey","grey"
"ATP1A3","grey","grey"
"ATP1B1","turquoise","turquoise"
"ATP1B2","purple","purple"
"ATP1B3","turquoise","turquoise"
"ATP23","grey","grey"
"ATP2A1","grey","grey"
"ATP2A2","grey","grey"
"ATP2A3","pink","pink"
"ATP2B1","grey","grey"
"ATP2B4","grey","grey"
"ATP2C1","green","black"
"ATP2C2","grey","grey"
"ATP4B","grey","grey"
"ATP6AP1","red","black"
"ATP6AP1L","yellow","black"
"ATP6AP2","turquoise","turquoise"
"ATP6V0A1","turquoise","turquoise"
"ATP6V0A2","green","black"
"ATP6V0B","green","black"
"ATP6V0C","magenta","pink"
"ATP6V0D1","turquoise","turquoise"
"ATP6V0E1","grey","grey"
"ATP6V0E2","grey","grey"
"ATP6V1A","turquoise","turquoise"
"ATP6V1B1","grey","grey"
"ATP6V1B2","turquoise","turquoise"
"ATP6V1C1","red","black"
"ATP6V1C2","grey","grey"
"ATP6V1D","grey","grey"
"ATP6V1E1","turquoise","turquoise"
"ATP6V1E2","grey","grey"
"ATP6V1F","green","black"
"ATP6V1G1","grey","grey"
"ATP6V1G2","grey","grey"
"ATP6V1H","grey","grey"
"ATP7A","blue","black"
"ATP7B","purple","purple"
"ATP8A1","blue","black"
"ATP8B1","lightcyan","lightcyan"
"ATP8B2","grey","grey"
"ATP8B3","grey","grey"
"ATP8B4","grey","grey"
"ATP9A","turquoise","turquoise"
"ATP9B","lightcyan","lightcyan"
"ATPAF1","cyan","cyan"
"ATPAF2","grey","grey"
"ATR","blue","black"
"ATRAID","blue","black"
"ATRIP","grey","grey"
"ATRN","grey","grey"
"ATRX","red","black"
"ATXN1","turquoise","turquoise"
"ATXN10","black","black"
"ATXN1L","grey","grey"
"ATXN2","yellow","black"
"ATXN2L","pink","pink"
"ATXN3","red","black"
"ATXN7","blue","black"
"ATXN7L1","grey","grey"
"ATXN7L2","pink","pink"
"ATXN7L3","magenta","pink"
"ATXN7L3B","turquoise","turquoise"
"AUH","blue","black"
"AUNIP","cyan","cyan"
"AUP1","magenta","pink"
"AURKA","midnightblue","cyan"
"AURKAIP1","magenta","pink"
"AURKB","midnightblue","cyan"
"AURKC","grey","grey"
"AUTS2","turquoise","turquoise"
"AVEN","turquoise","turquoise"
"AVIL","grey","grey"
"AVL9","blue","black"
"AVP","grey","grey"
"AVPI1","grey","grey"
"AVPR1B","grey","grey"
"AVPR2","grey","grey"
"AWAT1","grey","grey"
"AXIN1","brown","pink"
"AXIN2","greenyellow","greenyellow"
"AXL","salmon","salmon"
"AZI2","grey","grey"
"AZIN1","black","black"
"AZIN2","grey","grey"
"AZU1","grey","grey"
"B2M","grey","grey"
"B3GALNT1","grey","grey"
"B3GALNT2","grey","grey"
"B3GALT2","lightcyan","lightcyan"
"B3GALT4","turquoise","turquoise"
"B3GALT6","pink","pink"
"B3GAT1","greenyellow","greenyellow"
"B3GAT2","grey","grey"
"B3GAT3","magenta","pink"
"B3GLCT","grey","grey"
"B3GNT2","grey","grey"
"B3GNT4","grey","grey"
"B3GNT5","grey","grey"
"B3GNT7","grey","grey"
"B3GNT8","turquoise","turquoise"
"B3GNT9","grey","grey"
"B3GNTL1","turquoise","turquoise"
"B4GALNT3","grey","grey"
"B4GALT1","turquoise","turquoise"
"B4GALT2","pink","pink"
"B4GALT3","magenta","pink"
"B4GALT4","grey","grey"
"B4GALT5","grey","grey"
"B4GALT6","turquoise","turquoise"
"B4GALT7","grey","grey"
"B4GAT1","grey","grey"
"B9D1","grey","grey"
"B9D2","grey","grey"
"BAALC","grey","grey"
"BABAM1","magenta","pink"
"BACE1","grey","grey"
"BACE2","purple","purple"
"BACH1","blue","black"
"BACH2","greenyellow","greenyellow"
"BAD","magenta","pink"
"BAG1","grey","grey"
"BAG2","grey","grey"
"BAG3","grey","grey"
"BAG4","grey","grey"
"BAG5","black","black"
"BAG6","magenta","pink"
"BAHCC1","grey","grey"
"BAHD1","pink","pink"
"BAIAP2","grey","grey"
"BAIAP2L1","grey","grey"
"BAIAP2L2","grey","grey"
"BAIAP3","grey","grey"
"BAK1","magenta","pink"
"BAMBI","grey","grey"
"BANF1","pink","pink"
"BANK1","grey","grey"
"BANP","grey","grey"
"BAP1","brown","pink"
"BARD1","cyan","cyan"
"BASP1","turquoise","turquoise"
"BATF","grey","grey"
"BATF2","turquoise","turquoise"
"BATF3","turquoise","turquoise"
"BAX","blue","black"
"BAZ1A","brown","pink"
"BAZ1B","black","black"
"BAZ2A","grey","grey"
"BAZ2B","lightcyan","lightcyan"
"BBC3","grey","grey"
"BBIP1","lightcyan","lightcyan"
"BBOF1","yellow","black"
"BBS1","yellow","black"
"BBS10","yellow","black"
"BBS12","grey","grey"
"BBS2","grey","grey"
"BBS4","grey","grey"
"BBS5","turquoise","turquoise"
"BBS7","grey","grey"
"BBS9","grey","grey"
"BBX","blue","black"
"BCAM","purple","purple"
"BCAP29","grey","grey"
"BCAP31","blue","black"
"BCAR3","grey","grey"
"BCAS2","grey","grey"
"BCAS3","grey","grey"
"BCAS4","greenyellow","greenyellow"
"BCAT1","grey","grey"
"BCAT2","pink","pink"
"BCCIP","black","black"
"BCDIN3D","grey","grey"
"BCKDHA","grey","grey"
"BCKDHB","green","black"
"BCKDK","magenta","pink"
"BCL10","grey","grey"
"BCL11A","yellow","black"
"BCL11B","greenyellow","greenyellow"
"BCL2","yellow","black"
"BCL2A1","turquoise","turquoise"
"BCL2L1","purple","purple"
"BCL2L10","grey","grey"
"BCL2L11","turquoise","turquoise"
"BCL2L12","pink","pink"
"BCL2L13","grey","grey"
"BCL2L15","grey","grey"
"BCL2L2","grey","grey"
"BCL2L2-PABPN1","grey","grey"
"BCL3","grey","grey"
"BCL6","turquoise","turquoise"
"BCL6B","grey","grey"
"BCL7A","grey","grey"
"BCL7B","red","black"
"BCL7C","magenta","pink"
"BCL9","grey","grey"
"BCL9L","greenyellow","greenyellow"
"BCLAF1","black","black"
"BCO2","grey","grey"
"BCOR","grey","grey"
"BCORL1","grey","grey"
"BCR","turquoise","turquoise"
"BCS1L","pink","pink"
"BDH1","turquoise","turquoise"
"BDH2","green","black"
"BDP1","red","black"
"BEAN1","grey","grey"
"BECN1","grey","grey"
"BEGAIN","grey","grey"
"BEND3","turquoise","turquoise"
"BEND4","grey","grey"
"BEND5","turquoise","turquoise"
"BEND6","turquoise","turquoise"
"BEST1","turquoise","turquoise"
"BEST2","grey","grey"
"BEST3","purple","purple"
"BEST4","grey","grey"
"BET1","red","black"
"BET1L","brown","pink"
"BEX1","grey","grey"
"BEX2","grey","grey"
"BEX3","grey","grey"
"BEX4","grey","grey"
"BEX5","grey","grey"
"BFAR","green","black"
"BGLAP","grey","grey"
"BGN","salmon","salmon"
"BHLHA15","salmon","salmon"
"BHLHB9","grey","grey"
"BHLHE40","grey","grey"
"BHLHE41","grey","grey"
"BICC1","grey","grey"
"BICD1","green","black"
"BICD2","grey","grey"
"BID","turquoise","turquoise"
"BIK","grey","grey"
"BIN1","grey","grey"
"BIN2","turquoise","turquoise"
"BIN3","grey","grey"
"BIRC2","red","black"
"BIRC3","greenyellow","greenyellow"
"BIRC5","midnightblue","cyan"
"BIRC6","blue","black"
"BIVM","yellow","black"
"BLCAP","grey","grey"
"BLK","greenyellow","greenyellow"
"BLM","cyan","cyan"
"BLMH","tan","tan"
"BLNK","turquoise","turquoise"
"BLOC1S1","green","black"
"BLOC1S2","turquoise","turquoise"
"BLOC1S3","grey","grey"
"BLOC1S4","grey","grey"
"BLOC1S5","black","black"
"BLOC1S6","black","black"
"BLVRA","turquoise","turquoise"
"BLVRB","purple","purple"
"BLZF1","red","black"
"BMF","turquoise","turquoise"
"BMI1","grey","grey"
"BMP1","pink","pink"
"BMP2K","blue","black"
"BMP5","salmon","salmon"
"BMP6","salmon","salmon"
"BMP8A","grey","grey"
"BMP8B","grey","grey"
"BMPR1A","grey","grey"
"BMPR2","grey","grey"
"BMS1","green","black"
"BMX","grey","grey"
"BNIP1","grey","grey"
"BNIP2","grey","grey"
"BNIP3","grey","grey"
"BNIP3L","grey","grey"
"BNIPL","grey","grey"
"BOD1","turquoise","turquoise"
"BOD1L1","blue","black"
"BOK","greenyellow","greenyellow"
"BOLA1","grey","grey"
"BOLA2B","magenta","pink"
"BOLA3","grey","grey"
"BOP1","pink","pink"
"BORA","midnightblue","cyan"
"BORCS5","blue","black"
"BORCS6","blue","black"
"BORCS7","grey","grey"
"BORCS8","grey","grey"
"BPGM","purple","purple"
"BPHL","grey","grey"
"BPI","grey","grey"
"BPNT1","black","black"
"BPTF","blue","black"
"BRAF","blue","black"
"BRAP","black","black"
"BRAT1","turquoise","turquoise"
"BRCA1","cyan","cyan"
"BRCA2","cyan","cyan"
"BRCC3","black","black"
"BRD1","grey","grey"
"BRD2","grey","grey"
"BRD3","grey","grey"
"BRD4","grey","grey"
"BRD7","black","black"
"BRD8","yellow","black"
"BRD9","grey","grey"
"BRF1","brown","pink"
"BRF2","grey","grey"
"BRI3","turquoise","turquoise"
"BRI3BP","cyan","cyan"
"BRICD5","brown","pink"
"BRIP1","cyan","cyan"
"BRIX1","black","black"
"BRK1","green","black"
"BRMS1","red","black"
"BRMS1L","green","black"
"BROX","brown","pink"
"BRPF1","brown","pink"
"BRPF3","purple","purple"
"BRSK1","grey","grey"
"BRSK2","grey","grey"
"BRWD1","blue","black"
"BRWD3","blue","black"
"BSCL2","grey","grey"
"BSDC1","turquoise","turquoise"
"BSG","magenta","pink"
"BSN","grey","grey"
"BSPRY","grey","grey"
"BST1","turquoise","turquoise"
"BST2","grey","grey"
"BTAF1","blue","black"
"BTBD1","black","black"
"BTBD10","blue","black"
"BTBD11","grey","grey"
"BTBD18","grey","grey"
"BTBD19","grey","grey"
"BTBD2","magenta","pink"
"BTBD3","green","black"
"BTBD6","grey","grey"
"BTBD7","blue","black"
"BTBD8","red","black"
"BTBD9","grey","grey"
"BTD","grey","grey"
"BTF3","tan","tan"
"BTF3L4","black","black"
"BTG1","grey","grey"
"BTG2","turquoise","turquoise"
"BTG3","grey","grey"
"BTK","grey","grey"
"BTLA","grey","grey"
"BTN2A1","grey","grey"
"BTN2A2","turquoise","turquoise"
"BTN3A1","greenyellow","greenyellow"
"BTN3A2","grey","grey"
"BTN3A3","greenyellow","greenyellow"
"BTNL8","grey","grey"
"BTNL9","salmon","salmon"
"BTRC","green","black"
"BUB1","midnightblue","cyan"
"BUB1B","midnightblue","cyan"
"BUB3","midnightblue","cyan"
"BUD13","cyan","cyan"
"BUD31","grey","grey"
"BYSL","pink","pink"
"BZW1","grey","grey"
"BZW2","green","black"
"C10orf105","grey","grey"
"C10orf55","grey","grey"
"C10orf88","yellow","black"
"C11orf1","tan","tan"
"C11orf16","grey","grey"
"C11orf21","grey","grey"
"C11orf24","grey","grey"
"C11orf42","grey","grey"
"C11orf45","grey","grey"
"C11orf49","turquoise","turquoise"
"C11orf54","red","black"
"C11orf58","black","black"
"C11orf65","lightcyan","lightcyan"
"C11orf68","magenta","pink"
"C11orf71","grey","grey"
"C11orf74","grey","grey"
"C11orf80","grey","grey"
"C11orf94","grey","grey"
"C11orf95","turquoise","turquoise"
"C11orf96","salmon","salmon"
"C11orf98","grey","grey"
"C12orf10","magenta","pink"
"C12orf29","green","black"
"C12orf4","red","black"
"C12orf42","grey","grey"
"C12orf43","grey","grey"
"C12orf45","tan","tan"
"C12orf49","grey","grey"
"C12orf57","brown","pink"
"C12orf60","grey","grey"
"C12orf65","yellow","black"
"C12orf66","green","black"
"C12orf71","turquoise","turquoise"
"C12orf73","turquoise","turquoise"
"C12orf75","grey","grey"
"C12orf76","yellow","black"
"C14orf119","grey","grey"
"C14orf178","grey","grey"
"C14orf28","grey","grey"
"C14orf93","grey","grey"
"C15orf39","grey","grey"
"C15orf40","yellow","black"
"C15orf41","grey","grey"
"C15orf48","grey","grey"
"C15orf61","tan","tan"
"C15orf62","grey","grey"
"C15orf65","grey","grey"
"C16orf46","turquoise","turquoise"
"C16orf54","grey","grey"
"C16orf58","pink","pink"
"C16orf70","grey","grey"
"C16orf71","grey","grey"
"C16orf72","grey","grey"
"C16orf74","grey","grey"
"C16orf86","brown","pink"
"C16orf87","brown","pink"
"C16orf89","grey","grey"
"C16orf90","grey","grey"
"C16orf91","grey","grey"
"C16orf95","grey","grey"
"C16orf96","turquoise","turquoise"
"C17orf107","grey","grey"
"C17orf49","black","black"
"C17orf50","grey","grey"
"C17orf53","midnightblue","cyan"
"C17orf58","grey","grey"
"C17orf64","grey","grey"
"C17orf67","grey","grey"
"C17orf75","grey","grey"
"C17orf78","yellow","black"
"C17orf80","green","black"
"C17orf97","turquoise","turquoise"
"C17orf98","grey","grey"
"C17orf99","purple","purple"
"C18orf21","tan","tan"
"C18orf25","blue","black"
"C18orf32","grey","grey"
"C18orf54","red","black"
"C19orf12","grey","grey"
"C19orf18","yellow","black"
"C19orf25","brown","pink"
"C19orf33","grey","grey"
"C19orf38","turquoise","turquoise"
"C19orf44","pink","pink"
"C19orf47","brown","pink"
"C19orf48","pink","pink"
"C19orf53","magenta","pink"
"C19orf54","grey","grey"
"C19orf57","grey","grey"
"C19orf67","grey","grey"
"C19orf71","brown","pink"
"C19orf73","grey","grey"
"C19orf81","grey","grey"
"C19orf84","grey","grey"
"C1D","brown","pink"
"C1GALT1","blue","black"
"C1GALT1C1","grey","grey"
"C1GALT1C1L","grey","grey"
"C1QA","salmon","salmon"
"C1QB","salmon","salmon"
"C1QBP","tan","tan"
"C1QC","salmon","salmon"
"C1QL3","grey","grey"
"C1QTNF1","salmon","salmon"
"C1QTNF3","turquoise","turquoise"
"C1QTNF4","grey","grey"
"C1QTNF6","grey","grey"
"C1QTNF7","grey","grey"
"C1R","salmon","salmon"
"C1RL","grey","grey"
"C1S","salmon","salmon"
"C1orf100","grey","grey"
"C1orf105","grey","grey"
"C1orf109","green","black"
"C1orf112","green","black"
"C1orf115","grey","grey"
"C1orf122","magenta","pink"
"C1orf127","turquoise","turquoise"
"C1orf131","black","black"
"C1orf146","yellow","black"
"C1orf159","brown","pink"
"C1orf162","turquoise","turquoise"
"C1orf174","grey","grey"
"C1orf189","grey","grey"
"C1orf194","grey","grey"
"C1orf198","purple","purple"
"C1orf21","grey","grey"
"C1orf216","grey","grey"
"C1orf226","grey","grey"
"C1orf35","magenta","pink"
"C1orf43","grey","grey"
"C1orf50","grey","grey"
"C1orf52","grey","grey"
"C1orf53","grey","grey"
"C1orf54","grey","grey"
"C1orf56","grey","grey"
"C1orf74","yellow","black"
"C2","turquoise","turquoise"
"C20orf144","grey","grey"
"C20orf173","grey","grey"
"C20orf194","grey","grey"
"C20orf27","grey","grey"
"C20orf96","turquoise","turquoise"
"C21orf58","midnightblue","cyan"
"C21orf62","yellow","black"
"C21orf91","red","black"
"C22orf15","grey","grey"
"C22orf23","grey","grey"
"C22orf39","grey","grey"
"C2CD2","grey","grey"
"C2CD2L","turquoise","turquoise"
"C2CD3","green","black"
"C2CD5","grey","grey"
"C2orf15","grey","grey"
"C2orf16","yellow","black"
"C2orf42","yellow","black"
"C2orf49","yellow","black"
"C2orf68","grey","grey"
"C2orf69","brown","pink"
"C2orf74","grey","grey"
"C2orf76","grey","grey"
"C2orf81","grey","grey"
"C2orf88","green","black"
"C3","turquoise","turquoise"
"C3AR1","turquoise","turquoise"
"C3orf18","grey","grey"
"C3orf20","grey","grey"
"C3orf22","grey","grey"
"C3orf33","turquoise","turquoise"
"C3orf38","red","black"
"C3orf49","yellow","black"
"C3orf52","grey","grey"
"C3orf62","grey","grey"
"C3orf80","grey","grey"
"C3orf84","grey","grey"
"C4A","salmon","salmon"
"C4B","salmon","salmon"
"C4orf19","grey","grey"
"C4orf3","grey","grey"
"C4orf33","grey","grey"
"C4orf36","grey","grey"
"C4orf45","grey","grey"
"C4orf46","cyan","cyan"
"C4orf47","grey","grey"
"C4orf48","magenta","pink"
"C5","grey","grey"
"C5AR1","turquoise","turquoise"
"C5AR2","turquoise","turquoise"
"C5orf15","grey","grey"
"C5orf22","red","black"
"C5orf24","red","black"
"C5orf30","grey","grey"
"C5orf34","red","black"
"C5orf51","red","black"
"C5orf58","grey","grey"
"C5orf63","grey","grey"
"C6orf120","grey","grey"
"C6orf132","grey","grey"
"C6orf136","magenta","pink"
"C6orf163","yellow","black"
"C6orf201","grey","grey"
"C6orf226","red","black"
"C6orf47","turquoise","turquoise"
"C6orf52","grey","grey"
"C6orf58","grey","grey"
"C6orf62","grey","grey"
"C6orf89","grey","grey"
"C7","salmon","salmon"
"C7orf25","grey","grey"
"C7orf26","grey","grey"
"C7orf31","grey","grey"
"C7orf50","grey","grey"
"C7orf57","grey","grey"
"C7orf61","grey","grey"
"C8G","grey","grey"
"C8orf33","grey","grey"
"C8orf37","green","black"
"C8orf58","grey","grey"
"C8orf76","grey","grey"
"C8orf82","magenta","pink"
"C8orf88","grey","grey"
"C9orf116","grey","grey"
"C9orf131","grey","grey"
"C9orf152","grey","grey"
"C9orf153","grey","grey"
"C9orf16","magenta","pink"
"C9orf24","grey","grey"
"C9orf40","midnightblue","cyan"
"C9orf43","turquoise","turquoise"
"C9orf64","turquoise","turquoise"
"C9orf72","turquoise","turquoise"
"C9orf78","grey","grey"
"C9orf85","grey","grey"
"C9orf92","grey","grey"
"CA1","purple","purple"
"CA11","grey","grey"
"CA13","grey","grey"
"CA14","grey","grey"
"CA2","grey","grey"
"CA3","purple","purple"
"CA4","grey","grey"
"CA5B","grey","grey"
"CA6","greenyellow","greenyellow"
"CA7","grey","grey"
"CA8","grey","grey"
"CAAP1","red","black"
"CAB39","pink","pink"
"CAB39L","grey","grey"
"CABIN1","pink","pink"
"CABLES1","turquoise","turquoise"
"CABLES2","grey","grey"
"CABP4","salmon","salmon"
"CABP7","grey","grey"
"CABYR","grey","grey"
"CACFD1","grey","grey"
"CACHD1","grey","grey"
"CACNA1A","grey","grey"
"CACNA1C","turquoise","turquoise"
"CACNA1F","grey","grey"
"CACNA1H","grey","grey"
"CACNA1I","greenyellow","greenyellow"
"CACNA2D2","grey","grey"
"CACNA2D3","turquoise","turquoise"
"CACNA2D4","grey","grey"
"CACNB1","turquoise","turquoise"
"CACNB2","yellow","black"
"CACNB3","grey","grey"
"CACNB4","grey","grey"
"CACNG1","grey","grey"
"CACTIN","brown","pink"
"CACUL1","blue","black"
"CACYBP","black","black"
"CAD","pink","pink"
"CADM1","grey","grey"
"CADM4","grey","grey"
"CALB1","grey","grey"
"CALCOCO1","brown","pink"
"CALCOCO2","grey","grey"
"CALCRL","grey","grey"
"CALD1","salmon","salmon"
"CALHM2","turquoise","turquoise"
"CALM1","turquoise","turquoise"
"CALM2","grey","grey"
"CALML4","grey","grey"
"CALML6","grey","grey"
"CALN1","grey","grey"
"CALR","turquoise","turquoise"
"CALU","grey","grey"
"CAMK1","turquoise","turquoise"
"CAMK1D","grey","grey"
"CAMK2D","turquoise","turquoise"
"CAMK2G","grey","grey"
"CAMK2N1","grey","grey"
"CAMK2N2","grey","grey"
"CAMK4","greenyellow","greenyellow"
"CAMKK1","grey","grey"
"CAMKK2","grey","grey"
"CAMKMT","lightcyan","lightcyan"
"CAMKV","grey","grey"
"CAMLG","tan","tan"
"CAMP","grey","grey"
"CAMSAP1","grey","grey"
"CAMSAP2","turquoise","turquoise"
"CAMTA1","grey","grey"
"CAMTA2","magenta","pink"
"CAND1","black","black"
"CAND2","grey","grey"
"CANT1","grey","grey"
"CANX","black","black"
"CAP1","turquoise","turquoise"
"CAPG","grey","grey"
"CAPN1","turquoise","turquoise"
"CAPN10","brown","pink"
"CAPN11","grey","grey"
"CAPN12","grey","grey"
"CAPN14","grey","grey"
"CAPN15","brown","pink"
"CAPN2","turquoise","turquoise"
"CAPN3","turquoise","turquoise"
"CAPN5","grey","grey"
"CAPN7","blue","black"
"CAPNS1","blue","black"
"CAPNS2","grey","grey"
"CAPRIN1","black","black"
"CAPRIN2","purple","purple"
"CAPS","brown","pink"
"CAPS2","grey","grey"
"CAPZA1","pink","pink"
"CAPZA2","pink","pink"
"CAPZB","yellow","black"
"CARD11","greenyellow","greenyellow"
"CARD14","turquoise","turquoise"
"CARD16","turquoise","turquoise"
"CARD17","grey","grey"
"CARD19","brown","pink"
"CARD6","grey","grey"
"CARD8","blue","black"
"CARD9","grey","grey"
"CARF","yellow","black"
"CARHSP1","grey","grey"
"CARM1","brown","pink"
"CARNMT1","green","black"
"CARNS1","turquoise","turquoise"
"CARS","grey","grey"
"CARS2","brown","pink"
"CASC1","grey","grey"
"CASC3","grey","grey"
"CASC4","red","black"
"CASD1","blue","black"
"CASK","grey","grey"
"CASKIN1","grey","grey"
"CASKIN2","grey","grey"
"CASP1","turquoise","turquoise"
"CASP10","grey","grey"
"CASP2","grey","grey"
"CASP3","grey","grey"
"CASP4","grey","grey"
"CASP5","turquoise","turquoise"
"CASP6","turquoise","turquoise"
"CASP7","grey","grey"
"CASP8","grey","grey"
"CASP8AP2","blue","black"
"CASP9","grey","grey"
"CASQ1","grey","grey"
"CASS4","grey","grey"
"CAST","turquoise","turquoise"
"CASZ1","grey","grey"
"CAT","grey","grey"
"CATIP","turquoise","turquoise"
"CATSPER1","turquoise","turquoise"
"CATSPER2","grey","grey"
"CATSPER3","grey","grey"
"CATSPERD","grey","grey"
"CATSPERG","grey","grey"
"CAV1","grey","grey"
"CAV2","grey","grey"
"CAV3","grey","grey"
"CBARP","grey","grey"
"CBFA2T2","yellow","black"
"CBFA2T3","grey","grey"
"CBFB","grey","grey"
"CBL","blue","black"
"CBLB","grey","grey"
"CBLL1","grey","grey"
"CBLN3","greenyellow","greenyellow"
"CBR1","turquoise","turquoise"
"CBR3","grey","grey"
"CBR4","red","black"
"CBWD1","grey","grey"
"CBWD2","grey","grey"
"CBWD5","grey","grey"
"CBX1","grey","grey"
"CBX2","turquoise","turquoise"
"CBX3","black","black"
"CBX4","grey","grey"
"CBX5","green","black"
"CBX6","grey","grey"
"CBX7","greenyellow","greenyellow"
"CBX8","turquoise","turquoise"
"CBY1","turquoise","turquoise"
"CBY3","grey","grey"
"CC2D1A","magenta","pink"
"CC2D1B","grey","grey"
"CC2D2A","grey","grey"
"CC2D2B","magenta","pink"
"CCAR1","red","black"
"CCAR2","pink","pink"
"CCDC102A","grey","grey"
"CCDC102B","grey","grey"
"CCDC106","pink","pink"
"CCDC107","black","black"
"CCDC112","grey","grey"
"CCDC113","grey","grey"
"CCDC114","grey","grey"
"CCDC115","grey","grey"
"CCDC116","grey","grey"
"CCDC117","green","black"
"CCDC12","red","black"
"CCDC120","pink","pink"
"CCDC121","red","black"
"CCDC122","grey","grey"
"CCDC124","magenta","pink"
"CCDC125","red","black"
"CCDC126","grey","grey"
"CCDC127","yellow","black"
"CCDC13","grey","grey"
"CCDC130","brown","pink"
"CCDC134","grey","grey"
"CCDC136","grey","grey"
"CCDC137","brown","pink"
"CCDC138","green","black"
"CCDC14","green","black"
"CCDC142","grey","grey"
"CCDC144A","grey","grey"
"CCDC146","yellow","black"
"CCDC148","grey","grey"
"CCDC149","grey","grey"
"CCDC15","grey","grey"
"CCDC150","midnightblue","cyan"
"CCDC152","grey","grey"
"CCDC153","grey","grey"
"CCDC154","grey","grey"
"CCDC157","brown","pink"
"CCDC159","grey","grey"
"CCDC167","grey","grey"
"CCDC169","turquoise","turquoise"
"CCDC17","grey","grey"
"CCDC170","grey","grey"
"CCDC171","green","black"
"CCDC173","grey","grey"
"CCDC174","yellow","black"
"CCDC175","grey","grey"
"CCDC179","grey","grey"
"CCDC18","red","black"
"CCDC180","yellow","black"
"CCDC181","blue","black"
"CCDC183","grey","grey"
"CCDC186","blue","black"
"CCDC188","grey","grey"
"CCDC189","brown","pink"
"CCDC191","grey","grey"
"CCDC192","grey","grey"
"CCDC22","magenta","pink"
"CCDC24","grey","grey"
"CCDC25","black","black"
"CCDC27","purple","purple"
"CCDC28A","grey","grey"
"CCDC28B","grey","grey"
"CCDC3","grey","grey"
"CCDC30","grey","grey"
"CCDC34","grey","grey"
"CCDC36","grey","grey"
"CCDC39","yellow","black"
"CCDC40","grey","grey"
"CCDC42","grey","grey"
"CCDC43","black","black"
"CCDC47","black","black"
"CCDC50","grey","grey"
"CCDC51","grey","grey"
"CCDC57","turquoise","turquoise"
"CCDC58","red","black"
"CCDC59","tan","tan"
"CCDC6","grey","grey"
"CCDC61","brown","pink"
"CCDC62","green","black"
"CCDC65","grey","grey"
